Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Central Europe and the Baltics,CEB,0.994490027,0.997370005,0.988510013,0.989780009,0.99217999,0.992349982,0.994120002,0.99247998,0.993189991,0.993629992,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Early-demographic dividend,EAR,0.792639971,0.87875998,1.017699957,1.018669963,1.019230008,1.031100035,1.027340055,1.002750039,1.005010009,1.001109958,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,East Asia & Pacific,EAS,0.896640003,0.968060017,0.999010026,1.002230048,1.001430035,1.004570007,1.005669951,1.007959962,1.007949948,1.006639957,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,East Asia & Pacific (excluding high income),EAP,0.883189976,0.964230001,0.999220014,1.002810001,1.002079964,1.005470037,1.006489992,1.008520007,1.00861001,1.007019997,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,0.88173002,0.963810027,0.999140024,1.002769947,1.002040029,1.005470037,1.006520033,1.008579969,1.008679986,1.007089972,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Euro area,EMU,1.005300045,0.997969985,0.995249987,0.995880008,0.995779991,0.996739984,0.992990017,0.995019972,0.997009993,0.999379992,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Europe & Central Asia,ECS,0.987990022,0.984290004,0.994750023,0.995440006,0.995389998,0.995769978,0.990859985,0.992600024,0.992519975,0.994390011,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Europe & Central Asia (excluding high income),ECA,..,0.964060009,0.986819983,0.988210022,0.988839984,0.989719987,0.982670009,0.985979974,0.984489977,0.98615998,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,0.973010004,0.968599975,0.986599982,0.987999976,0.988870025,0.989790022,0.983699977,0.986389995,0.985029995,0.986630023,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,European Union,EUU,1.004199982,1.001929998,1.000939965,1.001320004,1.000810027,1.000929952,0.997879982,0.998489976,0.999880016,1.002030015,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Fragile and conflict affected situations,FCS,0.807929993,0.806550026,0.893180013,0.893469989,0.901950002,0.897580028,0.901229978,0.904120028,0.902559996,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Heavily indebted poor countries (HIPC),HPC,0.768809974,0.79895997,0.899810016,0.90249002,0.912109971,0.914550006,0.916339993,0.916400015,0.919149995,0.923500001,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,High income,HIC,0.997680008,0.999599993,0.997919977,0.999840021,1.000800014,0.996159971,0.994449973,0.996909976,0.996800005,0.996389985,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,IBRD only,IBD,0.86273998,0.931219995,1.020509958,1.022580028,1.02165997,1.031780005,1.027439952,1.008000016,1.00849998,1.004080057,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,IDA & IBRD total,IBT,0.842400014,0.908190012,0.990509987,0.992699981,0.993640006,0.999930024,0.998300016,0.985130012,0.986320019,0.983709991,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,IDA blend,IDB,0.75037998,0.810270011,0.913619995,0.916899979,0.915780008,0.907649994,0.917469978,0.924539983,0.930109978,0.926079988,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,IDA only,IDX,0.757539988,0.83969003,0.929480016,0.933279991,0.943359971,0.944790006,0.948430002,0.948199987,0.950510025,0.955039978,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,IDA total,IDA,0.754239976,0.829180002,0.924679995,0.928550005,0.935079992,0.933480024,0.939119995,0.941120028,0.944500029,0.946439981,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Late-demographic dividend,LTE,0.919730008,0.978259981,1.00612998,1.010020018,1.007799983,1.008219957,1.008329988,1.00996995,1.010599971,1.008859992,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Latin America & Caribbean,LCN,1.016759992,1.010840058,1.015820026,1.015900016,1.016119957,1.014080048,1.012570024,1.014490008,1.016659975,1.016610026,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Latin America & Caribbean (excluding high income),LAC,1.015100002,1.009420037,1.015480042,1.015969992,1.016479969,1.01425004,1.012549996,1.014670014,1.017160058,1.017179966,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,1.016270041,1.011139989,1.015959978,1.016199946,1.016409993,1.014230013,1.012789965,1.014709949,1.016919971,1.016870022,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Least developed countries: UN classification,LDC,0.742810011,0.831219971,0.920650005,0.926180005,0.938210011,0.938839972,0.942330003,0.941479981,0.943490028,0.947740018,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Low & middle income,LMY,0.83930999,0.906599998,0.990360022,0.99259001,0.993560016,0.999930024,0.998260021,0.984979987,0.986190021,0.983560026,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Low income,LIC,0.734189987,0.758819997,0.878019989,0.880699992,0.891229987,0.893019974,0.894320011,0.892610013,0.894339979,0.897710025,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Lower middle income,LMC,0.779349983,0.870519996,1.008599997,1.010579944,1.012590051,1.022760034,1.020959973,0.996980011,0.999329984,0.994870007,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Middle East & North Africa,MEA,0.804080009,0.898249984,0.951210022,0.957459986,0.961989999,0.961000025,0.961009979,0.965489984,0.967220008,0.971140027,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Middle East & North Africa (excluding high income),MNA,0.79926002,0.894999981,0.945640028,0.95253998,0.954840004,0.958580017,0.958440006,0.961239994,0.964139998,0.967329979,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,0.797619998,0.89339,0.943899989,0.950929999,0.95322001,0.956990004,0.956889987,0.959659994,0.962660015,0.965900004,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Middle income,MIC,0.84641999,0.919040024,1.006850004,1.009539962,1.009349942,1.016639948,1.014829993,1.000130057,1.001520038,0.998199999,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,North America,NAC,0.997979999,1.000409961,0.997900009,1.004570007,1.005310059,0.997280002,0.99466002,0.995459974,0.995490015,0.988279998,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,OECD members,OED,0.988139987,0.990180016,1.000910044,1.002779961,1.00327003,1.00225997,0.999430001,1.002730012,1.002779961,1.002490044,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Other small states,OSS,0.975889981,0.958779991,0.997690022,0.998870015,0.998570025,0.999469995,1.004469991,1.007369995,1.008620024,1.008219957,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Pacific island small states,PSS,0.978990018,1.008810043,1.017770052,1.013280034,1.012470007,1.01346004,1.01481998,1.015110016,1.01504004,1.018180013,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Post-demographic dividend,PST,1.004570007,1.003859997,0.998399973,1.000630021,1.000409961,0.997619987,0.995689988,0.996959984,0.99763,0.996469975,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Pre-demographic dividend,PRE,0.771690011,0.803330004,0.889540017,0.893750012,0.903609991,0.90101999,0.906710029,0.910749972,0.911300004,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Small states,SST,0.989639997,0.973930001,1.003069997,1.003970027,1.005620003,1.003559947,1.007629991,1.00849998,1.009819984,1.010100007,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,South Asia,SAS,0.680130005,0.806500018,1.032969952,1.032590032,1.033360004,1.051370025,1.045609951,0.996649981,1.000699997,0.992489994,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,South Asia (IDA & IBRD),TSA,0.680130005,0.806500018,1.032969952,1.032590032,1.033360004,1.051370025,1.045609951,0.996649981,1.000699997,0.992489994,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Sub-Saharan Africa,SSF,0.81487,0.839410007,0.920130014,0.925119996,0.930710018,0.931410015,0.935850024,0.938870013,0.939180017,0.940919995,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Sub-Saharan Africa (excluding high income),SSA,0.814840019,0.839380026,0.920120001,0.925109982,0.930700004,0.931400001,0.935850024,0.938859999,0.939170003,0.940919995,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,0.81487,0.839410007,0.920130014,0.925119996,0.930710018,0.931410015,0.935850024,0.938870013,0.939180017,0.940919995,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Upper middle income,UMC,0.919770002,0.97507,1.005319953,1.009109974,1.00541997,1.007650018,1.006219983,1.007560015,1.00759995,1.006170034,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,World,WLD,0.867550015,0.921270013,0.991919994,0.994080007,0.995039999,0.999909997,0.998250008,0.987030029,0.988049984,0.985639989,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Mauritania,MRT,0.1,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Afghanistan,AFG,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Albania,ALB,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Algeria,DZA,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Angola,AGO,0.2,1.1,1.9,1.9,1.9,1.8,1.8,1.7,1.7,1.6,1.6,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Argentina,ARG,0.1,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Australia,AUS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Azerbaijan,AZE,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,"Bahamas, The",BHS,1.5,2.2,1.7,1.6,1.6,1.5,1.5,1.4,1.4,1.4,1.3,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Bahrain,BHR,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Bangladesh,BGD,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Barbados,BRB,0.2,0.7,1,1,1,1,1,0.9,0.9,0.9,0.9,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Belarus,BLR,0.1,0.1,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Belize,BLZ,0.2,1,1.3,1.3,1.3,1.2,1.2,1.2,1.1,1.1,1.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Benin,BEN,0.5,1.5,1.1,1.1,1.1,1,1,1,0.9,0.9,0.8,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Bhutan,BTN,0.1,0.1,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Bolivia,BOL,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Botswana,BWA,6.4,25.8,22.4,22,21.7,21.3,20.9,20.4,19.8,19.2,18.6,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Brazil,BRA,0.2,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Bulgaria,BGR,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Burkina Faso,BFA,2.7,2.1,1,0.9,0.9,0.8,0.8,0.7,0.7,0.7,0.6,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Burundi,BDI,4.2,3.6,1.4,1.3,1.3,1.2,1.2,1.1,1,1,0.9,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Cabo Verde,CPV,0.4,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Cambodia,KHM,0.1,1.3,0.8,0.8,0.8,0.7,0.7,0.7,0.6,0.6,0.6,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Cameroon,CMR,0.8,4.7,4,3.8,3.7,3.6,3.4,3.3,3.1,3,2.9,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Central African Republic,CAF,4,7.7,4.2,4,3.8,3.6,3.4,3.2,3.1,2.9,2.7,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Chad,TCD,1.1,2.2,1.5,1.4,1.4,1.3,1.3,1.2,1.2,1.1,1.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Chile,CHL,0.1,0.2,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.6,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Colombia,COL,0.1,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Comoros,COM,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,"Congo, Dem. Rep.",COD,1.8,1.9,1,1,0.9,0.9,0.9,0.8,0.8,0.8,0.7,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,"Congo, Rep.",COG,4.3,4.3,3.5,3.5,3.5,3.6,3.6,3.6,3.7,3.8,3.8,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Costa Rica,CRI,0.1,0.2,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Cote d'Ivoire,CIV,4,6.8,3.2,3,2.8,2.7,2.5,2.4,2.2,2.1,1.9,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Croatia,HRV,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Cuba,CUB,0.1,0.2,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Cyprus,CYP,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Czechia,CZE,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Denmark,DNK,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Djibouti,DJI,0.1,3.4,1.4,1.3,1.2,1.1,1,0.9,0.9,0.8,0.7,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Dominican Republic,DOM,0.4,1.4,1.1,1.1,1,1,1,1,1,1,0.9,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Ecuador,ECU,0.1,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,"Egypt, Arab Rep.",EGY,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,El Salvador,SLV,0.1,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Equatorial Guinea,GNQ,0.8,3.3,6.3,6.5,6.6,6.8,6.8,6.9,6.9,6.9,6.9,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Eritrea,ERI,0.8,1.5,0.8,0.7,0.7,0.7,0.6,0.6,0.6,0.5,0.5,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Eswatini,SWZ,1.1,22.7,29,29.4,29.6,29.8,29.7,29.4,29.1,28.6,27.9,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Ethiopia,ETH,1.7,2.6,1.2,1.2,1.1,1.1,1,1,0.9,0.9,0.8,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Fiji,FJI,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Finland,FIN,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,France,FRA,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Gabon,GAB,1.2,5.4,4,3.9,3.8,3.7,3.5,3.4,3.3,3.1,3,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,"Gambia, The",GMB,0.1,1.5,1.9,1.9,1.9,1.8,1.8,1.8,1.8,1.7,1.7,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Georgia,GEO,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Germany,DEU,..,..,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Ghana,GHA,1.5,2.7,1.9,1.8,1.8,1.8,1.8,1.7,1.7,1.7,1.7,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Greece,GRC,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Guatemala,GTM,0.1,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Guinea,GIN,0.6,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.5,1.5,1.5,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Guinea-Bissau,GNB,0.4,3.1,3.8,3.8,3.7,3.6,3.5,3.4,3.3,3.2,3.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Guyana,GUY,0.1,0.7,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Haiti,HTI,2.2,2.8,2,2,2,2,1.9,1.9,1.9,1.9,1.8,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Honduras,HND,0.4,0.9,0.4,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Iceland,ISL,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,India,IND,0.1,0.6,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Indonesia,IDN,0.1,0.1,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.3,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,"Iran, Islamic Rep.",IRN,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
